text,relevance,label
gef focal area description climate change amount of planned cofinancing usd million promoting business models for increasing penetration and scaling up of solar energy promoting business models for increasing penetration and scaling up of solar energy,1,Solar-energy
hydroelectric power tenom pangi rehabilitation of the tenom pangi hydropower project rehabilitation of the tenom pangi hydropower project,1,Hydro-energy
afdb sector power afdb subsector solar energy xina solar one project xina solar one project,1,Solar-energy
electricty masterplan and feasibility study electricty masterplan and feasibility study,0,None
the neelum jhelum hydro power supplementary loan energy generation,1,Hydro-energy
environment and sustainable management of natural resources_ including energy user reference eunep dtiescp mexico india china environment and sustainable management of natural resources_ including energy environment and sustainable management of natural resources_ including energy,1,Sustainable-land-use
to construct wind power generation to construct wind power generation,1,Wind-energy
objectives research survey design networking on the potential for generating renewable energy at household scale focusing on typical townhouse typology in the urban of hanoi this aim to change middleclasss energy behavior as well as consumption behavior to a more sustainable manner deliver training sections to motivate and encourage selfhelp solutions for innovative communities and professionals to produce renewable energy at household scale this can be achieved by training transferring and bringing sustainable urban energy knowledge and experience from finland to vietnam to exchange knowledge research training network and create background for future ideas between finland and vietnam in this topic to design model for renewable energy system that is suited with typical urban housing typology in vietnam which is the tubehouse typology to construct and monitor a complete solar pv system tailored for a typical tubehouse for middleclass urban households of hanoiexpected results to create a sustainable energy community through research design and practice and social impacts to initiate new research and innovation collaborations between academic design and business groups between two nations in the area of sustainable energy to encourage these collaborations to work with civil society and individuals to support the exchange of research innovation and technology expertise and the translation of research knowledge into tangible benefits to establish local hub for finlandvietnam country activity in a particular area of sustainable energy transferring knowledge in green design and sustainable use of resources and consumption to contribute alternative solutions for renewable energy at the household scale in urban of hanoi our design for a windsolar system could potentially produce of the total household electricity consumption the system is also expected to meet certain design requirements such as high reliability ease of transportation and low maintenance no impact on the environment to promote green economy through smallscale renewable energy solutions activities research survey design networking and managing the project organized by ihssustainable urban energy training transferring and bringing knowledge and experience from finland to vietnam organized by ihs and eee demonstration project delivered by ihs and sustainable energy for urban households in hanoi sustainable energy for urban households in hanoi,1,Renewables-multiple
this project planning advisory services activity is supporting the government of south africas plans to procure more than gigawatts of gasfired power from independent power producers and the participation of us companies in south africas natural gas sector the implementation of gasfired power projects would increase access to affordable reliable electricity while reducing emissions of carbon dioxide and other pollutants associated with electricity generation in south africa natural gas project planning advisory services through delphos international ltd natural gas project planning advisory services through delphos international ltd,1,Other-mitigation-projects
gas turbines for aljaili station gas turbines for aljaili station,0,None
environmental development of power plant power pland and environment,0,None
provision of assistance related to developing and strengthening the capabilities of the egyption nuclear regulatory authority eg provision of assistance related to developing and strengthening the capabilities of the egyption nuclear regulatory authority eg provision of assistance related to developing and strengthening the capabilities of the egyption nuclear regulatory authority eg,0,None
hydroel power plant kadur river godarelandar hydroelectric power project godarelandar hydroelectric power project,1,Hydro-energy
gasoil fired power plant gasoil fired power plant gasoil fired power plant,0,None
aqaba thermal power station upgrade aqaba thermal power station project stage ii aqaba thermal power station project stage ii,0,None
rehabilitation de generateurs diesel controle rehabilitation generateurs diesel controle,0,None
iq equipment of a radiochemical laboratory and establishment of a mobile radiochemical laboratory insc iraq action fiche insc iraq action fiche,0,None
to formulate and establish the operational framework of the clean development mechanism within the philippine context in conjunction with the provisions of the kyoto protocol in the implementation of the cdm in the philippines cdm national authority man cdm national authority,1,Other-mitigation-projects
reforestation in favor of sustainable agriculture and forestry in kakheti georgia erosion control for agricultural land afforestation to promote and support sustainable agriculture erosion control for agricultural land afforestation to promote and support sustainable agriculture erosion control for agricultural land,1,Sustainable-land-use
the specific objectives of this contract are support the supervisory ministry in the implementation of sidrat in order to facilitate the achievement of sidrat results strengthen the internal capacities of the supervisory ministry technical assistance to the sidrat project technical assistance to the sidrat project,0,None
the objectives of the second ertan hydroelectric project are to assist in the alleviation of acute power shortages in sichuan in a leastcost manner through the completion of the ertan hydroelectric scheme further institutional development of ertan hydropower development company ehdc as an autonomous financialy sound and commerciallyoriented entity promotion of competition through the development of marketoriented commercial arrangements for the sale of power generated under the project diversification of financing strategies for power development and transfer of modern technology for hydroelectric power plants the project will cover continuing work on all of the components of the previous ertan hydroelectric power project and an expanded resettlement program for about another persons the project will also include technical assistance for policy support and project implementation support ertan ii hydroelectric project ertan ii hydroelectric project,1,Hydro-energy
continue supporting the government of paraguay gop in particular the gtn in the conceptualization and development of project development and installation of an aluminum smelter plant in paraguay support for conceptualization and development of aluminium plant industrial park support for conceptualization and development of aluminium plant industrial park,0,None
fasep tcherkassy urban waste treatment fasep tcherkassy urban waste treatment fasep tcherkassy urban waste treatment,0,None
preliminary mission renewable energy preliminary mission renewable energy i other government dept,1,Renewables-multiple
installing miniscada electricity network and control systems in five towns of central vietnam upgrading of the electricity supply network system miniscada in vietnam upgrading of the electricity supply network system miniscada in vietnam,0,None
eskom investment support project eskom investment support project eskom investment support project,0,None
capacity builiding of department of energy in petroleum development administration capacity builiding of department of energy in petroleum devpt admin capacity building of doe in petroleu,0,None
to reduce greenhouse gas emissions and deforestation in indonesia as part of the uks efforts to avoid catastrophic climate change that would hit the very poorest first and set back global efforts at poverty reduction improving investment security and transparency by resolving agrarian and natural resource management conflicts in indonesia improving investment security and transparency by resolving agrarian and natural resource management conflicts in indonesia,1,Other-mitigation-projects
fasep phase marine energies fasep phase marine energies fasep phase marine renewable energies,1,Marine-energy
uk threat reduction activities department of energy office of global nuclear material threat reduction na department of energy office of global nuclear material threat reduction na,0,None
the conditions for an effective national energy efficiency policy in ukraine are created energy efficiency in buildings energy efficiency in buildings,1,Energy-efficiency
emergency installation of two generators at the temane gasfired power plant in the inhambane province the project purpose is to contribute to reducing the current deficit of electricitygenerating capacity and thereby improve access and quality of electricity supply to the vilanculos and inhassoro districts emergency generators temane monitoring and audit emergency generators temane monitoring and audit,0,None
the objective of the integrated energy services project of mexico is to increase access to efficient and sustainable integrated energy services in predominantly indigenous rural areas of mexico and to achieve reduction of greenhouse gas emissions through the use of renewable energy in rural areas for the provision of electricity the project has five main components strengthening of strategy policy and regulatory frameworks investment in rural electrification subprojects technical assistance and capacity building activities necessary to ensure the success and sustainability of the project at different stages of implementation technical assistance to increase productive uses of electricity and cofinancing on a pilot basis of a limited number of productive or microbusiness activities and project management mexico crl integrated energy services mexico crl integrated energy services,1,Renewables-multiple
biodiesel fuel feasibility study firm biodiesel industries inc biomass biodiesel fuel feasibility study,1,Biofuel-energy
south africa wind energy project sawep phase ii south africa wind energy project sawep phase ii south africa wind energy project sawep phase ii,1,Wind-energy
statetostate ready thermal plant statetostate ready thermal power plant,0,None
foundation wind energy i limited fwel i foundation wind energy i limited fwel i foundation wind energy i limited fwel i,1,Wind-energy
fasep study on the pumping project fasep study on the pumping project fasep study on the pumping project,0,None
s mabote amp maputsoe stations s mabote amp maputsoe stations s mabote amp maputsoe stations,0,None
assist in the planning and introduction of projects including pilot or demonstration projects to reduce energy intensity and energy waste assist in training personnel in management of these systems and on developing financial mechanisms to disseminate and commercialize these systems us government department of energy energy efficiency energy tech and financing energy efficiency energy tech and financing,1,Energy-efficiency
power sector development program project loan power sector development program project loan power sector development program project loan,0,None
to improve the energy sector energy sector reform program ii energy sector reform program ii,0,None
this planning grant has the main objective of establishing a contractual partnership between swedish company minesto ab and the south african partners stellenbosch university and sea renewable energy pty ltd within the field of ocean current technologies oct planning grant minesto ab planning grant minesto ab,1,Renewables-multiple
support ot the vinca institute nuclear decommissioning programme support ot the vind vinca institute nuclear decommissioning programme part iii support ot the vind vinca institute nuclear decommissioning programme part iii,0,None
the overall objective of the programme of which this contract will be a part is to improve energy services in the pacific acp countries focusing on energy efficiency development of renewable energy sources and reduction of fossil fuel usage renewable energy adviser capacity support for sustainable management of energy resources in the pacific renewable energy adviser capacity support for sustainable management of energy resources in the pacific,1,Renewables-multiple
department of energy defense nuclear nonproliferation cooperation with scientists on the safe handling and use nuclear materials for civilian projects cooperation with scientists on the safe handling and use nuclear materials for civilian projects cooperation with scientists on the safe handling and use nuclear materials for civilian projects cooperation with scientists on the safe handling and use nuclear materials for civilian projects,0,None
improvement of the honiara power supply the project for the improvement of the honiara power supply,0,None
national capacity selfassessment for global environmental management national capacity selfassessment for global environmental management,1,Other-environment-protection-projects
institutional and technical asssistance programme institutional and technical asssistance programme petroleum institutional and technical asssistance programme petroleum,0,None
rehabilitation of the spillways of the hydro powerplant vau i dejes implementation of a dam monitoring and dispatch centre hydropower and dam safety drincascade hydropower and dam safety drincascade,1,Hydro-energy
the objective of the croatia energy efficiency project is to increase the demand for and supply of energy efficiency projects and services the project has four components component finances energy saving investments which will be principally goods materials and installation works implemented in the premises of the new energy service hep esco and other esco clients under energy performance service contracts about projects may be implemented component the hep esco project development and project financing component includes a gef contingent grant used to finance preliminary project development costs and equipment and installation services for initial energy saving investments component enhances the creditworthiness of hep esco and other energy service providers and end users component funds training information dissemination outreach and monitoring and verification energy efficiency project ibrd energy efficiency project ibrd,1,Energy-efficiency
the development objective of the haryana power sector restructuring project is to support the first phase of the reform process by establishing the new legal regulatory and institutional framework initiating the privatization of the distribution business and removing the most critical bottlenecks of the power system the project consists of three project components first the emergency investment measures component involves the construction of critically needed high voltage evacuation lines and transmission lines and substations and the rehabilitation of subtransmission and distribution systems the second component is the improvement of commercial and technical services to the consumers this will introduce decentralized computerized billing systems at all subdivisional offices and improve and upgrade the complaint centers at all district and operation division headquarters third the technical assistance and engineering services component will reform program management and communication establish and carry out institutional development of the regulatory commission privatize one distribution company and implement engineering services haryana power sector restructuring project haryana power sector restructuring project,0,None
investment in a fund targeting renewable energy projects in subsaharanafrica the underlying intention of the project is to provide financings for projects that provide alternatives based around renewable energy production instead of types of energy production which would lead to increased greenhouse gas emissions africa renewable energy fund investment fund targeting renewable energy investments africa renewable energy fund investment fund targeting renewable energy investments,1,Renewables-multiple
strengthen business development in rural biomass gasification systems in uganda and tanzania peace corps fk norway personnel exchange peace corps fk norway personnel exchange,1,Biofuel-energy
full title of the project promotion of the integral development of small peasant producers in communities of the bertoua area through their organizational strengthening adequate production and training improve agricultural production techniques improve the quality of crops and strengthen the organization of crops farmers to guarantee food security and sovereignty and provide a sustainable and environmentally friendly livelihood to families from peasant communities through the training and creation of specific facilities that will contribute to improving the productive conditions of basic foods agricultural extension promotion of the integral development of small peasant producers in communities of the bertoua area through its organizational strengthening pro,0,None
support for hill farmers by developing a sustainable national system of hill agriculture research while withdrawing from core funding of two centres at lumle and pakhribas agricultural research hill agriculture research project,0,None
sustainable agriculture for small scale farmers household in fonds baptiste orangers sustainable agriculture for small scale farmers household in fonds baptiste orangers sustainable agriculture for small scale farmers household in fonds baptiste orangers,1,Sustainable-land-use
identification and formulation missions for the program modernisation of lebanons infrastructure while addressing climate change challenges enpiidentification and formulation missions for the program mode enpiidentification and formulation missions for the program mode,1,Adaptation
determination of a location of interest for wind environment and technical training in cisjordan palestine st phase implementation of the basic equipment and materials wind power identification of points of interest for wind energy installations and technical training in the west bank palestine st phase implementation of basic materials and equipment,1,Wind-energy
biomas power generation financing of innovative biomass projects financing of innovative biomass projects,1,Biofuel-energy
zorlu enerji pakistan limited zorlu enerji pakistan limited zorlu enerji pakistan limited,0,None
the project aims at a continuation of the previously very successfully completing the germanmexican alliance on climate change duration of the first phase to and already supplemented component to mexicangerman climate change alliance mexicangerman climate change alliance,1,Adaptation
the program includes the construction of sanitation and urban infrastructure for the city of ciudad de la costa in the montevideo metropolitan area the works to be constructed include i a wastewater removal and treatment system ii a storm water dra integrated sanitation program of ciudad de la costa integrated sanitation program of ciudad de la costa,0,None
to increase power and heat supply navoi thermal power station modernization project navoi thermal power station modernization project,0,None
to achieve a sustainable increase in agricultural productivity and production in malawi focused on maize legumes and dairy support to farm input subsidy programme support to farm input subsidy programme,0,None
lab lead funds program management and event participation department of energy nonproliferation and international security department of energy nonproliferation and international security,0,None
this feasibility study grant is funding a detailed implementation plan for a megawatt mw wind power project in vietnam the study will assist the cong ly constructiontradetourism company limited cong ly ltd a vietnamese private sector firm in its efforts to develop phase iii of the bac lieu wind farm that will provide electricity to vietnams national grid if implemented the project would support vietnams energy and power sector in prioritizing the increase of renewable energy production technical assistance bac lieu phase wind farm project through enterprise united states unknown technical assistance bac lieu phase wind farm project through enterprise united states unknown,1,Wind-energy
nepal power sector reform and sustainable hydropower development psrshd nepal power sector reform and sustainable hydropower development psrshd,1,Hydro-energy
to improve electricity in the area alakkaz gas power plant construction project alakkaz gas power plant construction project,0,None
forest rehabilitation and prevention of forest disasters strengthening forestry sector in climate change sustainable forest manegement forestry technology transfer afoco regional cooperation project afoco regional cooperation project,1,Sustainable-land-use
the rural capacity building project component aims to assist ethiopia to strengthen agricultural services and systems for improved agricultural productivity make them more responsive to clients needs and enhance the capacity of producers to become aware of and to adopt economically viable and environmentally sustainable technologies and practices the project has six components supporting agriculture technical vocational education and training capacity building agricultural extension services especially for marketoriented farmers and to enhance womens participation and gender equality mainstreaming in all aspects of the extension system and to support the emergence of nonpublic sector agricultural services agricultural research particularly institutional strengthening of the national agricultural research system by enhancing the participation of key stakeholders in priority setting resource allocation and making it more efficient and effective in generating and disseminating clientdemanded and marketoriented technologies and information improving information and communication systems within the ministry of agriculture and rural development development of agricultural market institutions which finances analytical work geared toward understanding and developing practical solutions for market constraints it would also support the development of an ethiopian agricultural commodity exchange finally it would support strengthening and development of sanitary and phytosanitary standards and the institutions needed to utilize them and project management rural capacity building project rural capacity building project,0,None
the overall objective of the project is to achieve substantial reductions in direct emission of ozone depleting substances hcfcs and greenhouse gases hcfcs and hfcs as well as to indirectly reduce greenhouse gas ghg emissions which will be used to demonstrate approaches to achieve widescale climate cobenefits from hcfc phaseout through the promotion and deployment of improved technologies maximising the climate benefits of the hcfc phaseout maximising the climate benefits of the hcfc phaseout,1,Other-mitigation-projects
environmental policy and admin mgmt bof dml folder het make,0,None
the project will help advance clean energy in the europe and eurasia ee region and to enhance the capacity of countries in the ee region to prepare low emissions development strategies leds tetra techs work under this task order includes supporting the formulation of a regional energy strategy that provides a framework for facilitating investments in regional energy systems promotes energy security and looks beyond various national strategies to identify opportunities for promoting projects of regional significance a key need is to develop a decision framework that supports the analytical needs of the team that is helping to prepare this regional energy strategy usaid has determined that it will adapt and extend existing tools for this purpose low emissions strategies and clean energy development modern energy services low emissions strategies and clean energy development modern energy services,1,Renewables-multiple
the project aims to improve the health of poor rural populations in ramechhap district by providing clean water sanitation services and lowsmoke cooking technologies for women children and men the project helps communities build and install household toilets gravityflow water systems that deliver clean water yearround through public taps toilets and smokeless domestic cooking stoves that reduce inhouse smoke emission and fuel consumption it promotes effective use of local resources and involves community participation the project provides materials and technical support for building lowcost water sanitation and cooking facilities the local communities contribute labour and materials such as sand and gravel world neighbours canada is working in partnership with tamakoshi sewa samiti to implement this project le projet vise à améliorer la santé des population rurales pauvres du district de ramechhap en fournissant de leau propre des services sanitaires et des technologies de cuisson à faible génération de fumée à femmes enfants et hommes le projet aide les collectivités à construire et à installer des toilettes résidentielles des réseaux deau à écoulement par gravité pour assurer un approvisionnement en eau propre à lannée longue à travers des robinets publics ainsi que des poêles domestiques sans fumée qui servent à réduire les émissions de fumée dans les maisons et à réduire la consommation de combustibles il favorise lutilisation efficace des ressources locales et mise sur la participation de la collectivité le projet fournit le matériel et le soutien technique pour la construction des installations abordables dapprovisionnement en eau de services sanitaires et de cuisson les collectivités locales fournissent la maindoeuvre nécessaire et des matériaux tels que le sable et le gravier world neighbours canada réalise ce projet en partenariat avec tamakoshi sewa samiti water sanitation and smokeless stoves in ramechhap eau assainissement et poêles sans fumée au ramechhap water sanitation and smokeless stoves in ramechhap eau assainissement et poêles sans fumée au ramechhap,0,None
the objectives of the natural resources management and rural poverty alleviation project are to improve the management and conservation of rio grande do suls natural resources by promoting an integrated strategy involving the adoption of sustainable land management and soil and water conservation practices and improving the income and living conditions of rural poor communities the project will consist of the following components a natural resources management subprojects b rural poverty alleviation subprojects c support services for project beneficiaries d institutional development and e project management natural resources management rural poverty alleviation rio grande do sul natural resources management rural poverty alleviation rio grande do sul,1,Sustainable-land-use
assam gas turbine power station assam gas turbine power station tl const project iii assam gas turbine power station tl const project iii,0,None
solar water heating market transformation and strengthening initiative phase solar water heating market transformation and strengthening initiative phase,1,Solar-energy
this definitional mission dm to pakistan entailed a market assessment of the commercial potential for us companies in biogasbased power generation in the countrys agribusiness sector for ustda funding consideration definitional mission opportunities in biogas based power generation through innovation network llc definitional mission opportunities in biogas based power generation through innovation network llc,1,Biofuel-energy
the global methane initiative gmi is an actionoriented initiative that will reduce global methane emissions by promoting costeffective nearterm projects that recover and use methane as a clean energy source gmi is international in focus and will expand collaboration between developed countries developing countries and countries with economies in transition together with strong participation from the private sector founding partner countries account for approximately percent of global methane from the targeted sources us environmental protection agency office of air and radiation oar proar us environmental protection agency office of air and radiation oar proar,1,Other-mitigation-projects
the company is a niche investor in hydropower and wind in emerging markets with focus on specific countries in latin america africa and asia investment in sn power invest costs investment in sn power invest costs,1,Renewables-multiple
first part of the second phase of the niger basin water resources development and sustainable ecosystems management program apl a first part of the second phase of the niger basin water resources development and sustainable ecosystems management program apl a,1,Sustainable-land-use
electrification by solar energy the project for electrification by solar energy in long puah the project for electrification by solar energy in long puah,1,Solar-energy
technical assistance to assist implementation of the project solar energy for outer islands programme estimate solar energy for outer islands programme estimate,1,Solar-energy
financing of measures for increase of efficiency in the power supply system efficiency increase in the power supply system efficiency increase in the power supply system,1,Energy-efficiency
the cpf is set up as a partnership between buyer and seller participants buyerparticipants make a financial contribution to the cpf and seller participants develop and sell emission reductions ers during a given period of time carbon partnership facilitys carbon asset development fund support to development of ambitious joint implementation clean development mechanism carbon partnership facilitys carbon asset development fund support to development of ambitious joint implementation clean development mechanism jcdm methodologiesmultidonor trust fund tf no tf,1,Other-mitigation-projects
to improve the stabality of power supply of the southsumatra grid system keramasan power plant extension project keramasan power plant extension project,0,None
mid term review of the rural electricity infrastructure and small scale projects mid term review of the rural electricity infrastructure and small scale projects mid term review of the rural electricity infrastructure and small scale projects,0,None
parakou power plant rehabilitation and extension of the parakou thermal plant parakou thermal plant parakou thermal plant,0,None
to construct mw wind power plant gulf of el zayt wind power plant project gulf of el zayt wind power plant project,1,Wind-energy
maridive and oil services sae maridive and oil services sae,0,None
meeting the electricity shortage due to the rapid increase of electrical demand procurement of equipments of combined cycle in ba ria power plant block project procurement of equipments of combined cycle in ba ria power plant block project,0,None
prefeasibility study for development of middle yeywa hpp sn power feasibility study middle yeywa hydropower plant sn power feasibility study middle yeywa hydropower plant,1,Hydro-energy
international bioeconomy semobioenergy semimobile bioenergy from agricultural and forest residues in chile and beyond subproject b energy production from renewable raw materials in forestry and agriculture international cooperation establishing carrier of energy based on biomass international cooperation establishing carrier of energy based on biomass,1,Biofuel-energy
this project provided a detailed assessment on feasible wastetoenergy solutions for the caribbean offering an innovative and technologically advanced solution to energy security waste management and sargassum disposal assessment of wastetoenergy solutions for the caribbean using uk expertise assessment of wastetoenergy solutions for the caribbean using uk expertise energy from waste,0,None
the objective of the agricultural research management project is to increase the efficiency of the national agricultural research system and thereby to generate profitable relevant and sustainable agricultural technologies for bangladeshi agricultural producers the components of the project are as follows research management and organization which will strengthen managerial capabilities of bangladesh agricultural research council barc through carrying out of institutional reforms improved economic analysis of research programs technical assistance construction and rehabilitation of civil works training contract research and supervision of new master plans for participating agricultural research institutes aris priority research which will be carried out in the aris on crops fisheries livestock and forestry and participating farming systems research which will strengthen farming systems research programs through support to researchextension linkages and testing and dissemination of appropriate technology agricultural research management project agricultural research management project,0,None
nepalindia electricity transmission and trade project nepalindia electricity transmission and trade project,0,None
the water supply and electricity project will a expand the water supply facilities in the greater banjul area b rehabilitate and expand public water supplies in seven provincial urban areas and c improve the electricity supply distribution system in greater banjul it will also d assist the gambia utilities corporation to become a financially viable public utility and to improve service to its existing and new customers as a result this project will provide andor improve directly or indirectly the water supply to people in greater banjul and to people in seven provincial urban areas as well as improve the reliability of electricity supplies for people in banjul water supply and electricity project water supply and electricity project,0,None
gef focal area description climate change amount of planned cofinancing usd million catalysing the use of solar photovoltaic energy catalysing the use of solar photovoltaic energy,1,Solar-energy
department of energy international nuclear materials protection control accounting mpca formerly international nuclear materials protection cooperation department of energy international nuclear materials protection control accounting mpca formerly international nuclear materials protection department of energy international nuclear materials protection control accounting mpca formerly international nuclear materials protection cooperation,0,None
overall the project aims at improving production of the thai auto and automotive parts supply chains of smes in two regions of thailand east and central region greening supply chains in the thai auto and automotive parts industries greening supply chains in the thai auto and automotive parts industries,0,None
power transmission project in support of the energy sector reform development program power transmission project in support of the energy sector reform development program power transmission project in support of the energy sector reform development program,0,None
to construct hydroelectric power dhauliganga hydroelectric power plant construction project dhauliganga hydroelectric power plant construction project,1,Hydro-energy
financing shall contribute to an efficient and ecological production of energy by constructing a wind park solar energy program yunnan province solar energy program yunnan province,1,Solar-energy
rehabilitation of the distribution network on the vlasic plateau rehabilitation of the distribution network in vlasic rehabilitation of the distribution network on the vlasic plateau,0,None
mytrah wind and solar power development project mytrah wind and solar power development project mytrah wind and solar power development project,1,Renewables-multiple
isl biogas snv isl biogas rspn isl biogas rspn,1,Biofuel-energy
petroleum and power engineering project petroleum and power engineering project,0,None
additional sectors expected impact longterm results mitigating climate change through increased use of cbm and reduced greenhouse gasemissions co impact risk medium chinas commitment to climate change not materializing cbm exploited without utilizing canadian technology expected outcomes mediumterm results canadian cbmco technology applied for full scale pilot test hopefully leading to cbm commercial production andor replication of micro devpmt of coalbed methane devpt of coalbed methane cccdf,1,Other-mitigation-projects
project for rehabilitation of gresik steam power plant units the project for rehabilitation of gresik steam power plant units,0,None
forestry management of the rougier groups concessions in central africa sustainable management forest concessions sustainable management forest concessions,1,Sustainable-land-use
the privatization and utility reform projects objective is to improve the quality of and access to economic and physical infrastructure for private sector development the project consists of four components the privatization component will support the development of divestiture options andor implementation of the chosen divestiture methods for utility divestitures support to regulatory institutions will enhance the operations of the malawi communications regulatory authority for postal and telecommunications regulation and the electricity for power regulation postal sector support will support the three year business plan of malawi posts corporation in order to help the postal service progress towards full cost recovery after its separation from the malawi telecom limited mtl preprivatization assistance will support restructuring activities in electricity supply corporation of malawi limited including the conducting of a tariff study and establishing a financial management system it will also ensure that year compliance is achieved in mtl privatization and utility reform project privatization and utility reform project,0,None
seco was requested by the city of belgrade to support a demonstration project that would produce heat and electricity combined heat and power plant chp from biomass waste straw despite the recent introduction of feedin tariffs for renewable energy no similar project have been implemented so far also because the chances of receiving commercial financing for such a project in serbia are currently minimal the overall objective of the project is to use a renewable energy source biomass to produce heat and electricity the key objectives are the generation of heat for the heating of greenhouses and for public buildings school mental hospital the generation of electricity and sale to the serbian national electricity company eps the improvement of the energy efficiency of the school and the mental hospital support of the demonstration effect of the project and the continuation and intensification of the policy dialogue within the donor working group on energy the direct beneficiaries and partners will be the city of belgrade pkb state agricultural cooperative of belgrade and beogradske elektrane stateowned district heating company the indirect beneficiaries will be eps state electricity company and the general public combined heat and power plant and biomass padinska skela combined heat and power plant and biomass padinska skela,1,Biofuel-energy
joint project spaces agroforestry project in southern africa asap subproject wind erosion research to preserve and improve living conditions and sustainable land use in developing countries ia due to climate change land use and ecosystems land use and ecosystems,1,Sustainable-land-use
envirmental industry techonology environmental policy and admin mgmt envirmental industry techonology,0,None
department of energy nonproliferation and international security nonproliferation and international security nonproliferation and international security,0,None
optimization of the performance of an owc plant for the conversion of the energy of the waves optimisation des perfomances d une centrale owc pour the conversion of l energie des vagues optimization of the performance of an owc plant opmization for the conversion of the conversion of the performance of an owc plant for the conversion of wave energy,1,Marine-energy
ausaid has received a request from the solomon islands government sig to provide urgent assistance to the solomon islands electricity authority siea siea has been unable to secure funds for essential servicing and repairs to key diesel electricity g diesel generator repairs siea generator repairs,0,None
rehabilitation for hydro power plant rehabilitation for hydro power plant,1,Hydro-energy
wind map design and sites wind force measurement and equipment management training original channelcode project cap preparation of the eolian map of the west bank through mesoscale models definition of wind exploitation places project cap preparation of the eolian map of the west bank through mesoscale models definition of wind exploitation places,1,Wind-energy
to develop indigenous nonpolluting and renewable sources of energy to help meet pakistans power shortage and diversify the power sources it will also improve the quality of the power system specially in rural areas scope under the first set of subp renewable energy development sector investment program project i renewable energy development sector investment program project i,1,Renewables-multiple
dev_outcome_ output_ the project will build on this earlier effort to catalyze the transformation of the sugarcane industry in brazil into one for which supply to te grid of renewable electricity from sugarcane biomass becomes a significant and core aspect of their business bragsucresug ren eletr bragsucresug ren eletr,1,Biofuel-energy
supports the global methane initiative gmi program an actionoriented initiative that will reduce global methane emissions by promoting costeffective nearterm projects that recover and use methane as a clean energy source gmi is international in focus and will expand collaboration between developed countries developing countries and countries with economies in transition together with strong participation from the private sector us environmental protection agency office of air and radiation oar proar us environmental protection agency office of air and radiation oar proar,1,Other-mitigation-projects
strengthening of the decentralized management of the environment to meet the objective of the rio convention decentralized management of the env decentralized management of the env,0,None
heu reactor conversion department of energy office of global nuclear material threat reduction na department of energy office of global nuclear material threat reduction na,0,None
hydroelec development de garafiri realization of the garafiri kaleta hydroelectric development finparcomplxhydroegarafi finparcomplxhydroegarafi,1,Hydro-energy
to improve energy efficiency school is undertaking the acquisition and installation of wood pellet boiler of cofinancing is secured it would decrease air pollution and amount fuel while the costs would remain the same or decrease primary school rudovci wood pellet boiler primary school rudovci wood pellet boiler,1,Energy-efficiency
evaluation of energy potentials derived from waves in the chilean and spanish coastals through the establishment of similarities for the definition of a methodology that allows the zonification of face to design a prototype of the southern ocean power courtesy of the ocean evaluation coastalge cases of chile and spain,1,Marine-energy
russian research reactor fuel return rrrfr department of energy office of global nuclear material threat reduction na department of energy office of global nuclear material threat reduction na,0,None
to recover the electricity network in kurdistan region comprising of three northern governorates of dahuk erbil and sulaimaniya by provision of necessary equipment and machinery and rehabilitation for transmission and distribution system thereby contri electricity sector reconstruction project in kurd electricity sector reconstruction project in kurd,0,None
